customerID,interactiontimestamp,interactionchannel,interaction type,interactionoutcome,interactionduration,customersentiment,agent
2874-YXVVA,2/13/2022,instagram,complaint,escalated,0:02,negative,Sean
1245-HARPS,8/19/2021,in-person,subscription,closed,0:38,neutral,Lisa
4210-QFJMF,3/26/2021,phone,inquiry,converted,0:15,positive,Jen
4323-ELYYB,4/5/2021,email,complaint,escalated,0:02,negative,Jen
4293-ETKAP,2/3/2022,chat,complaint,closed,0:06,negative,Jen
6064-PUPMC,11/14/2022,twitter,complaint,closed,0:02,negative,MJ
6504-VBLFL,12/23/2022,instagram,complaint,pending,0:02,neutral,Jordan
6322-PJJDJ,2/13/2022,in-person,purchase,closed,0:22,positive,Julian
0330-BGYZE,8/19/2021,phone,support,closed,0:02,neutral,Javi
1085-LDWAM,3/26/2021,email,feedback,closed,0:02,negative,Fran
7586-ZATGZ,4/5/2021,chat,complaint,escalated,0:02,negative,Liz
7197-VOJMM,2/3/2022,twitter,complaint,resolved,0:02,positive,Liz
3318-OSATS,1/2/2021,instagram,complaint,escalated,0:02,negative,Anton
5828-AVIPD,1/13/2022,in-person,subscription,closed,0:38,neutral,Greg
1843-TLSGD,3/26/2021,phone,inquiry,converted,0:15,positive,Isla
9626-VFRGG,4/5/2021,email,complaint,escalated,0:02,negative,Emily
7075-BNDVQ,2/3/2022,chat,complaint,closed,0:06,negative,Violet
9143-CANJF,11/14/2022,twitter,complaint,closed,0:02,negative,Norma
7284-BUYEC,12/23/2022,instagram,complaint,pending,0:02,neutral,John
2041-JIJCI,2/13/2022,in-person,purchase,closed,0:22,positive,Raul
1086-LXKFY,8/19/2021,phone,support,closed,0:02,neutral,Liz
4900-MSOMT,3/26/2021,email,feedback,closed,0:02,negative,Sam
2229-VWQJH,4/5/2021,chat,complaint,escalated,0:02,negative,Skylar
9194-GFVOI,2/3/2022,twitter,complaint,resolved,0:02,positive,Peyton
1336-EZFZY,1/2/2021,instagram,complaint,escalated,0:02,negative,Skylar
4282-MSACW,1/13/2022,in-person,subscription,closed,0:38,neutral,Javi
1403-LKLIK,11/14/2022,phone,inquiry,converted,0:15,positive,Fran
2636-ALXXZ,12/23/2022,email,complaint,escalated,0:02,negative,Liz
7774-OJSXI,2/13/2022,chat,complaint,closed,0:06,negative,Liz
7786-WBJYI,8/19/2021,twitter,complaint,closed,0:02,negative,Anton
0136-IFMYD,3/26/2021,instagram,complaint,pending,0:02,neutral,Greg
5144-TVGLP,4/5/2021,in-person,purchase,closed,0:22,positive,Isla
9643-AVVWI,2/3/2022,phone,support,closed,0:02,neutral,Emily
0253-ZTEOB,11/14/2022,email,feedback,closed,0:02,negative,Violet
2706-QZIHY,12/23/2022,chat,complaint,escalated,0:02,negative,Norma
6061-PQHMK,2/13/2022,twitter,complaint,resolved,0:02,positive,John
9885-CSMWE,8/19/2021,instagram,complaint,escalated,0:02,negative,Raul
6137-MFAJN,3/26/2021,in-person,subscription,closed,0:38,neutral,Liz
9122-UMROB,4/5/2021,phone,inquiry,converted,0:15,positive,Sam
4232-JGKIY,2/3/2022,email,complaint,escalated,0:02,negative,Skylar
2402-TAIRZ,1/2/2021,chat,complaint,closed,0:06,negative,Peyton
9659-ZTWSM,1/13/2022,twitter,complaint,closed,0:02,negative,Skylar
9139-TWBAS,11/14/2022,instagram,complaint,pending,0:02,neutral,Javi
6685-GBWJZ,12/23/2022,in-person,purchase,closed,0:22,positive,Fran
5016-ETTFF,2/13/2022,phone,support,closed,0:02,neutral,Liz
3866-MDTUB,8/19/2021,email,feedback,closed,0:02,negative,Liz
2195-VVRJF,3/26/2021,chat,complaint,escalated,0:02,negative,Anton
3913-RDSJZ,4/5/2021,twitter,complaint,resolved,0:02,positive,Greg
8058-JMEQO,2/3/2022,instagram,complaint,escalated,0:02,negative,Isla
4203-QGNZA,11/14/2022,in-person,subscription,closed,0:38,neutral,Emily
5043-TRZWM,12/23/2022,phone,inquiry,converted,0:15,positive,Violet
0697-ZMSWS,2/13/2022,email,complaint,escalated,0:02,negative,Norma
7657-DYEPJ,8/19/2021,chat,complaint,closed,0:06,negative,John
9494-BDNNC,3/26/2021,twitter,complaint,closed,0:02,negative,Raul
1640-PLFMP,4/5/2021,instagram,complaint,pending,0:02,neutral,Liz
5366-OBVMR,2/3/2022,in-person,purchase,closed,0:22,positive,Sam
8276-MQBYC,1/2/2021,phone,support,closed,0:02,neutral,Skylar
7644-OMVMY,1/13/2022,email,feedback,closed,0:02,negative,Peyton
7593-XFKDI,11/14/2022,chat,complaint,escalated,0:02,negative,Skylar
4573-JKNAE,12/23/2022,twitter,complaint,resolved,0:02,positive,Liz
0337-CNPZE,2/12/2022,instagram,complaint,escalated,0:02,negative,Jackie
9817-APLHW,8/19/2021,in-person,subscription,closed,0:38,neutral,Angel
8380-MQINP,3/26/2021,phone,inquiry,converted,0:15,positive,Al
0840-DFEZH,4/5/2021,email,complaint,escalated,0:02,negative,Al
1513-XNPPH,2/3/2022,chat,complaint,closed,0:06,negative,Ingrid
8690-ZVLCL,11/14/2022,twitter,complaint,closed,0:02,negative,Gigi
6015-VVHHE,12/23/2022,instagram,complaint,pending,0:02,neutral,Linda
1125-SNVCK,2/13/2022,in-person,purchase,closed,0:22,positive,Maureen
0384-LPITE,8/19/2021,phone,support,closed,0:02,neutral,Maureen
4616-EWBNJ,3/26/2021,email,feedback,closed,0:02,negative,Sasha
6347-DCUIK,4/5/2021,chat,complaint,escalated,0:02,negative,Kristen
1335-HQMKX,2/3/2022,twitter,complaint,resolved,0:02,positive,Kayleigh
2545-EBUPK,1/2/2021,instagram,complaint,escalated,0:02,negative,Javi
6923-AQONU,1/13/2022,in-person,subscription,closed,0:38,neutral,Fran
2172-EJXVF,7/15/2022,phone,inquiry,converted,0:15,positive,Liz
0897-FEGMU,9/8/2022,email,complaint,escalated,0:02,negative,Liz
7663-RGWBC,10/10/2021,chat,complaint,closed,0:06,negative,Anton
1120-BMWUB,3/25/2021,twitter,complaint,closed,0:02,negative,Greg
9124-LHCJQ,5/8/2022,instagram,complaint,pending,0:02,neutral,Isla
4536-PLEQY,7/15/2022,in-person,purchase,closed,0:22,positive,Emily
7029-IJEJK,9/8/2022,phone,support,closed,0:02,neutral,Violet
8871-JLMHM,10/10/2021,email,feedback,closed,0:02,negative,Norma
2235-ZGKPT,11/14/2022,chat,complaint,escalated,0:02,negative,John
3891-PUQOD,12/23/2022,twitter,complaint,resolved,0:02,positive,Raul
5447-VYTKW,2/13/2022,instagram,complaint,escalated,0:02,negative,Liz
3623-FQBOX,8/19/2021,in-person,subscription,closed,0:38,neutral,Sam
0689-NKYLF,3/26/2021,phone,inquiry,converted,0:15,positive,Skylar
8659-HDIYE,4/5/2021,email,complaint,escalated,0:02,negative,Peyton
3658-KIBGF,2/3/2022,chat,complaint,closed,0:06,negative,Skylar
3474-BAFSJ,11/14/2022,twitter,complaint,closed,0:02,negative,Javi
5519-YLDGW,12/23/2022,instagram,complaint,pending,0:02,neutral,Fran
3865-ZFZIB,2/13/2022,in-person,purchase,closed,0:22,positive,Liz
1855-AGAWH,8/19/2021,phone,support,closed,0:02,neutral,Liz
7109-CQYUZ,3/26/2021,email,feedback,closed,0:02,negative,Anton
1370-GGAWX,4/5/2021,chat,complaint,escalated,0:02,negative,Greg
4680-KUTAJ,2/3/2022,twitter,complaint,resolved,0:02,positive,Isla
5307-UVGNB,1/2/2021,instagram,complaint,escalated,0:02,negative,Emily
4946-EDSEW,1/13/2022,in-person,subscription,closed,0:38,neutral,Violet
2883-ILGWO,3/26/2021,phone,inquiry,converted,0:15,positive,Norma
2516-VQRRV,4/5/2021,email,complaint,escalated,0:02,negative,John
7580-UGXNC,2/3/2022,chat,complaint,closed,0:06,negative,Raul
3642-BYHDO,11/14/2022,twitter,complaint,closed,0:02,negative,Liz
9629-NHXFW,12/23/2022,instagram,complaint,pending,0:02,neutral,Sam
2696-RZVZW,2/13/2022,in-person,purchase,closed,0:22,positive,Skylar
5766-FTRTS,8/19/2021,phone,support,closed,0:02,neutral,Peyton
0396-HUJBP,3/26/2021,email,feedback,closed,0:02,negative,Skylar
5178-LMXOP,4/5/2021,chat,complaint,escalated,0:02,negative,Javi
8879-ZKJOF,2/3/2022,twitter,complaint,resolved,0:02,positive,Fran
6285-FTQBF,1/2/2021,instagram,complaint,escalated,0:02,negative,Liz
8185-UPYBR,1/13/2022,in-person,subscription,closed,0:38,neutral,Liz
4585-HETAI,11/14/2022,phone,inquiry,converted,0:15,positive,Anton
7526-BEZQB,12/23/2022,email,complaint,escalated,0:02,negative,Greg
1474-JUWSM,2/13/2022,chat,complaint,closed,0:06,negative,Isla
3530-CRZSB,8/19/2021,twitter,complaint,closed,0:02,negative,Emily
8498-XXGWA,3/26/2021,instagram,complaint,pending,0:02,neutral,Violet
9617-INGJY,4/5/2021,in-person,purchase,closed,0:22,positive,Norma
0621-TSSMU,2/3/2022,phone,support,closed,0:02,neutral,John
7234-KMNRQ,11/14/2022,email,feedback,closed,0:02,negative,Raul
7636-PEPNS,12/23/2022,chat,complaint,escalated,0:02,negative,Liz
4683-WYDOU,2/13/2022,twitter,complaint,resolved,0:02,positive,Sam
9052-DHNKM,8/19/2021,instagram,complaint,escalated,0:02,negative,Skylar
6794-HKIAJ,3/26/2021,in-person,subscription,closed,0:38,neutral,Peyton
5578-NKCXI,4/5/2021,phone,inquiry,converted,0:15,positive,Skylar
1642-HMARX,2/3/2022,email,complaint,escalated,0:02,negative,Liz
3096-WPXBT,1/2/2021,chat,complaint,closed,0:06,negative,Jackie
8434-PNQZX,1/13/2022,twitter,complaint,closed,0:02,negative,Angel
5950-AAAGJ,11/14/2022,instagram,complaint,pending,0:02,neutral,Al
4299-OPXEJ,12/23/2022,in-person,purchase,closed,0:22,positive,Al
4951-UKAAQ,2/13/2022,phone,support,closed,0:02,neutral,Ingrid
9618-LFJRU,8/19/2021,email,feedback,closed,0:02,negative,Gigi
6693-DJWTY,3/26/2021,chat,complaint,escalated,0:02,negative,Linda
0744-GKNGE,4/5/2021,twitter,complaint,resolved,0:02,positive,Maureen
6447-EGDIV,2/3/2022,instagram,complaint,escalated,0:02,negative,Maureen
1167-OYZJF,11/14/2022,in-person,subscription,closed,0:38,neutral,Sasha
2108-YKQTY,12/23/2022,phone,inquiry,converted,0:15,positive,Kristen
4806-DXQCE,2/13/2022,email,complaint,escalated,0:02,negative,Kayleigh
4918-QLLIW,8/19/2021,chat,complaint,closed,0:06,negative,Javi
7056-IMHCC,3/26/2021,twitter,complaint,closed,0:02,negative,Fran
4854-SSLTN,4/5/2021,instagram,complaint,pending,0:02,neutral,Liz
5294-DMSFH,2/3/2022,in-person,purchase,closed,0:22,positive,Liz
4837-PZTIC,1/2/2021,phone,support,closed,0:02,neutral,Anton
1625-JAIIY,1/13/2022,email,feedback,closed,0:02,negative,Greg
0603-OLQDC,11/14/2022,chat,complaint,escalated,0:02,negative,Isla
3272-VUHPV,12/23/2022,twitter,complaint,resolved,0:02,positive,Emily
4176-FXYBO,2/12/2022,instagram,complaint,escalated,0:02,negative,Violet
1063-DHQJF,8/19/2021,in-person,subscription,closed,0:38,neutral,Norma
8663-UPDGF,3/26/2021,phone,inquiry,converted,0:15,positive,John
6719-FGEDO,4/5/2021,email,complaint,escalated,0:02,negative,Raul
1837-YQUCE,2/3/2022,chat,complaint,closed,0:06,negative,Liz
2947-DOMLJ,11/14/2022,twitter,complaint,closed,0:02,negative,Sam
4112-LUEIZ,12/23/2022,instagram,complaint,pending,0:02,neutral,Skylar
0369-ZGOVK,2/13/2022,in-person,purchase,closed,0:22,positive,Peyton
4510-HIMLV,8/19/2021,phone,support,closed,0:02,neutral,Skylar
9919-KNPOO,3/26/2021,email,feedback,closed,0:02,negative,Javi
8749-JMNKX,4/5/2021,chat,complaint,escalated,0:02,negative,Fran
7872-BAAZR,2/3/2022,twitter,complaint,resolved,0:02,positive,Liz
9391-LMANN,1/2/2021,instagram,complaint,escalated,0:02,negative,Liz
2430-USGXP,1/13/2022,in-person,subscription,closed,0:38,neutral,Anton
8174-TBVCF,7/15/2022,phone,inquiry,converted,0:15,positive,Greg
1698-XFZCI,9/8/2022,email,complaint,escalated,0:02,negative,Isla
1877-HKBQX,10/10/2021,chat,complaint,closed,0:06,negative,Emily
4450-DLLMH,3/25/2021,twitter,complaint,closed,0:02,negative,Violet
0428-AXXLJ,5/8/2022,instagram,complaint,pending,0:02,neutral,Norma
2746-DIJLO,7/15/2022,in-person,purchase,closed,0:22,positive,John
5955-ERIHD,9/8/2022,phone,support,closed,0:02,neutral,Raul
0917-EZOLA,10/10/2021,email,feedback,closed,0:02,negative,Liz
3508-VLHCZ,11/14/2022,chat,complaint,escalated,0:02,negative,Sam
4086-ATNFV,12/23/2022,twitter,complaint,resolved,0:02,positive,Skylar
0468-YRPXN,2/13/2022,instagram,complaint,escalated,0:02,negative,Peyton
5996-NRVXR,8/19/2021,in-person,subscription,closed,0:38,neutral,Skylar
3739-YBWAB,3/26/2021,phone,inquiry,converted,0:15,positive,Javi
7047-FWEYA,4/5/2021,email,complaint,escalated,0:02,negative,Fran
2000-MPKCA,2/3/2022,chat,complaint,closed,0:06,negative,Liz
9762-YAQAA,11/14/2022,twitter,complaint,closed,0:02,negative,Liz
5949-EBSQK,12/23/2022,instagram,complaint,pending,0:02,neutral,Anton
5473-KHBPS,2/13/2022,in-person,purchase,closed,0:22,positive,Greg
0100-DUVFC,8/19/2021,phone,support,closed,0:02,neutral,Isla
5397-TUPSH,3/26/2021,email,feedback,closed,0:02,negative,Emily
8950-MTZNV,4/5/2021,chat,complaint,escalated,0:02,negative,Violet
0326-VDYXE,2/3/2022,twitter,complaint,resolved,0:02,positive,Norma
6773-LQTVT,1/2/2021,instagram,complaint,escalated,0:02,negative,John
7274-RTAPZ,1/13/2022,in-person,subscription,closed,0:38,neutral,Raul
0436-TWFFZ,3/26/2021,phone,inquiry,converted,0:15,positive,Liz
8566-YPRGL,4/5/2021,email,complaint,escalated,0:02,negative,Sam
0311-UNPFF,2/3/2022,chat,complaint,closed,0:06,negative,Skylar
6609-MXJHJ,11/14/2022,twitter,complaint,closed,0:02,negative,Peyton
2669-OIDSD,12/23/2022,instagram,complaint,pending,0:02,neutral,Skylar
8400-WZICQ,2/13/2022,in-person,purchase,closed,0:22,positive,Liz
3834-XUIFC,8/19/2021,phone,support,closed,0:02,neutral,Jackie
9576-SYUHJ,3/26/2021,email,feedback,closed,0:02,negative,Angel
0410-IPFTY,4/5/2021,chat,complaint,escalated,0:02,negative,Al
2831-EBWRN,2/3/2022,twitter,complaint,resolved,0:02,positive,Al
9430-NKQLY,1/2/2021,instagram,complaint,escalated,0:02,negative,Ingrid
8414-MYSHR,1/13/2022,in-person,subscription,closed,0:38,neutral,Gigi
0247-SLUJI,11/14/2022,phone,inquiry,converted,0:15,positive,Linda
9402-ORRAH,12/23/2022,email,complaint,escalated,0:02,negative,Maureen
6483-OATDN,2/13/2022,chat,complaint,closed,0:06,negative,Maureen
1293-HHSHJ,8/19/2021,twitter,complaint,closed,0:02,negative,Sasha
4840-ORQXB,3/26/2021,instagram,complaint,pending,0:02,neutral,Kristen
7599-FKVXZ,4/5/2021,in-person,purchase,closed,0:22,positive,Kayleigh
3982-DQLUS,2/3/2022,phone,support,closed,0:02,neutral,Javi
8610-ZIKJJ,11/14/2022,email,feedback,closed,0:02,negative,Fran
3756-VNWDH,12/23/2022,chat,complaint,escalated,0:02,negative,Liz
7801-KICAO,2/13/2022,twitter,complaint,resolved,0:02,positive,Liz
7673-LPRNY,8/19/2021,instagram,complaint,escalated,0:02,negative,Anton
8229-TNIQA,3/26/2021,in-person,subscription,closed,0:38,neutral,Greg
6060-QBMGV,4/5/2021,phone,inquiry,converted,0:15,positive,Isla
7339-POGZN,2/3/2022,email,complaint,escalated,0:02,negative,Emily
2828-SLQPF,1/2/2021,chat,complaint,closed,0:06,negative,Violet
4465-VDKIQ,1/13/2022,twitter,complaint,closed,0:02,negative,Norma
2921-XWDJH,11/14/2022,instagram,complaint,pending,0:02,neutral,John
6221-AVQYL,12/23/2022,in-person,purchase,closed,0:22,positive,Raul
2558-BUOZZ,2/13/2022,phone,support,closed,0:02,neutral,Liz
9257-AZMTZ,8/19/2021,email,feedback,closed,0:02,negative,Sam
0003-MKNFE,3/26/2021,chat,complaint,escalated,0:02,negative,Skylar
0975-UYDTX,4/5/2021,twitter,complaint,resolved,0:02,positive,Peyton
7743-EXURX,2/3/2022,instagram,complaint,escalated,0:02,negative,Skylar
4682-BLBUC,11/14/2022,in-person,subscription,closed,0:38,neutral,Javi
0975-VOOVL,12/23/2022,phone,inquiry,converted,0:15,positive,Fran
5968-VXZLG,2/13/2022,email,complaint,escalated,0:02,negative,Liz
5569-KGJHX,8/19/2021,chat,complaint,closed,0:06,negative,Liz
4988-IQIGL,3/26/2021,twitter,complaint,closed,0:02,negative,Anton
5201-FRKKS,4/5/2021,instagram,complaint,pending,0:02,neutral,Greg
9799-CAYJJ,2/3/2022,in-person,purchase,closed,0:22,positive,Isla
7730-IUTDZ,1/2/2021,phone,support,closed,0:02,neutral,Emily
0426-TIRNE,1/13/2022,email,feedback,closed,0:02,negative,Violet
5443-SCMKX,11/14/2022,chat,complaint,escalated,0:02,negative,Norma
8295-KMENE,12/23/2022,twitter,complaint,resolved,0:02,positive,John
6738-ISCBM,2/12/2022,instagram,complaint,escalated,0:02,negative,Raul
9821-BESNZ,8/19/2021,in-person,subscription,closed,0:38,neutral,Liz
3678-MNGZX,3/26/2021,phone,inquiry,converted,0:15,positive,Sam
1335-NTIUC,4/5/2021,email,complaint,escalated,0:02,negative,Skylar
2916-BQZLN,2/3/2022,chat,complaint,closed,0:06,negative,Peyton
4558-CGYCZ,11/14/2022,twitter,complaint,closed,0:02,negative,Skylar
2368-GAKKQ,12/23/2022,instagram,complaint,pending,0:02,neutral,Javi
8710-YGLWG,2/13/2022,in-person,purchase,closed,0:22,positive,Fran
3199-XGZCY,8/19/2021,phone,support,closed,0:02,neutral,Liz
3785-KTYSH,3/26/2021,email,feedback,closed,0:02,negative,Liz
6814-ZPWFQ,4/5/2021,chat,complaint,escalated,0:02,negative,Anton
4063-EIKNQ,2/3/2022,twitter,complaint,resolved,0:02,positive,Greg
6993-YCOBK,1/2/2021,instagram,complaint,escalated,0:02,negative,Isla
5206-HPJKM,1/13/2022,in-person,subscription,closed,0:38,neutral,Emily
7587-RZNME,7/15/2022,phone,inquiry,converted,0:15,positive,Violet
0748-RDGGM,9/8/2022,email,complaint,escalated,0:02,negative,Norma
8393-JMVMB,10/10/2021,chat,complaint,closed,0:06,negative,John
5019-GQVCR,3/25/2021,twitter,complaint,closed,0:02,negative,Raul
6036-TTFYU,5/8/2022,instagram,complaint,pending,0:02,neutral,Liz
2550-AEVRU,7/15/2022,in-person,purchase,closed,0:22,positive,Sam
0969-RGKCU,9/8/2022,phone,support,closed,0:02,neutral,Skylar
0378-CJKPV,10/10/2021,email,feedback,closed,0:02,negative,Peyton
4706-AXVKM,11/14/2022,chat,complaint,escalated,0:02,negative,Skylar
5889-JTMUL,12/23/2022,twitter,complaint,resolved,0:02,positive,Liz
9026-RNUJS,2/13/2022,instagram,complaint,escalated,0:02,negative,Jackie
3746-EUBYR,8/19/2021,in-person,subscription,closed,0:38,neutral,Angel
2332-EFBJY,3/26/2021,phone,inquiry,converted,0:15,positive,Al
2880-FPNAE,4/5/2021,email,complaint,escalated,0:02,negative,Al
1703-MGIAB,2/3/2022,chat,complaint,closed,0:06,negative,Ingrid
4311-QTTAI,11/14/2022,twitter,complaint,closed,0:02,negative,Gigi
9474-PHLYD,12/23/2022,instagram,complaint,pending,0:02,neutral,Linda
4318-RAJVY,2/13/2022,in-person,purchase,closed,0:22,positive,Maureen
2165-VOEGB,8/19/2021,phone,support,closed,0:02,neutral,Maureen
3612-YUNGG,3/26/2021,email,feedback,closed,0:02,negative,Sasha
2254-DLXRI,4/5/2021,chat,complaint,escalated,0:02,negative,Kristen
5062-CJJKH,2/3/2022,twitter,complaint,resolved,0:02,positive,Kayleigh
9028-LIHRP,1/2/2021,instagram,complaint,escalated,0:02,negative,Trent
2219-MVUSO,1/13/2022,in-person,subscription,closed,0:38,neutral,Trevor
1053-MXTTK,3/26/2021,phone,inquiry,converted,0:15,positive,Ben
1530-ZTDOZ,4/5/2021,email,complaint,escalated,0:02,negative,Cassie
1301-LOPVR,2/3/2022,chat,complaint,closed,0:06,negative,Lisa
0853-TWRVK,11/14/2022,twitter,complaint,closed,0:02,negative,Liza
8914-RBTSB,12/23/2022,instagram,complaint,pending,0:02,neutral,Laurie
6212-ATMLK,2/13/2022,in-person,purchase,closed,0:22,positive,Sandy
8200-LGKSR,8/19/2021,phone,support,closed,0:02,neutral,Alex
1568-BEKZM,3/26/2021,email,feedback,closed,0:02,negative,Wilson
0670-ANMUU,4/5/2021,chat,complaint,escalated,0:02,negative,Trent
6897-RWMUB,2/3/2022,twitter,complaint,resolved,0:02,positive,Trevor
0963-ZBDRN,1/2/2021,instagram,complaint,escalated,0:02,negative,Ben
7594-RQHXR,1/13/2022,in-person,subscription,closed,0:38,neutral,Cassie
6999-CHVCF,3/7/2022,phone,inquiry,converted,0:15,positive,Lisa
6134-KWTBV,6/19/2022,email,complaint,escalated,0:02,negative,Liza
1077-HUUJM,4/5/2021,chat,complaint,closed,0:06,negative,Laurie
6331-EWIEB,8/9/2022,twitter,complaint,closed,0:02,negative,Sandy
0895-LNKRC,11/14/2022,instagram,complaint,pending,0:02,neutral,Alex
2045-BMBTJ,12/23/2022,in-person,purchase,closed,0:22,positive,Wilson
8417-GSODA,2/13/2022,phone,support,closed,0:02,neutral,Trent
5171-EPLKN,8/19/2021,email,feedback,closed,0:02,negative,Trevor
4452-QIIEB,3/26/2021,chat,complaint,escalated,0:02,negative,Ben
5998-VVEJY,4/5/2021,twitter,complaint,resolved,0:02,positive,Cassie
1624-NALOJ,2/3/2022,instagram,complaint,escalated,0:02,negative,Lisa
6741-EGCBI,11/14/2022,in-person,subscription,closed,0:38,neutral,Liza
7820-ZYGNY,12/23/2022,phone,inquiry,converted,0:15,positive,Laurie
4317-VTEOA,2/13/2022,email,complaint,escalated,0:02,negative,Sandy
9677-AVKED,8/19/2021,chat,complaint,closed,0:06,negative,Alex
1670-SVOWZ,3/26/2021,twitter,complaint,closed,0:02,negative,Wilson
2227-JRSJX,4/5/2021,instagram,complaint,pending,0:02,neutral,Sasha
9847-HNVGP,2/3/2022,in-person,purchase,closed,0:22,positive,Amy
6696-YDAYZ,1/2/2021,phone,support,closed,0:02,neutral,Raul
8980-WQFWL,1/13/2022,email,feedback,closed,0:02,negative,Raul
1730-ZMAME,11/14/2022,chat,complaint,escalated,0:02,negative,Priyanka
6506-EYCNH,12/23/2022,twitter,complaint,resolved,0:02,positive,Ali
4634-JLRJT,2/13/2022,instagram,complaint,escalated,0:02,negative,Ali
9501-UKKNL,8/19/2021,in-person,subscription,closed,0:38,neutral,Priyanka
2560-QTSBS,3/26/2021,phone,inquiry,converted,0:15,positive,Sean
7541-YLXCL,4/5/2021,email,complaint,escalated,0:02,negative,Lisa
4795-WRNVT,2/3/2022,chat,complaint,closed,0:06,negative,Jen
6080-TCMYC,11/14/2022,twitter,complaint,closed,0:02,negative,Jen
0260-ZDLGK,12/23/2022,instagram,complaint,pending,0:02,neutral,Jen
7860-UXCRM,2/13/2022,in-person,purchase,closed,0:22,positive,MJ
6357-JJPQT,8/19/2021,phone,support,closed,0:02,neutral,Jordan
2292-XQWSV,3/26/2021,email,feedback,closed,0:02,negative,Julian
9552-TGUZV,4/5/2021,chat,complaint,escalated,0:02,negative,Anton
5913-INRQV,2/3/2022,twitter,complaint,resolved,0:02,positive,Greg
8722-NGNBH,1/2/2021,instagram,complaint,escalated,0:02,negative,Isla
6210-KBBPI,1/13/2022,in-person,subscription,closed,0:38,neutral,Emily
9643-YBLUR,11/14/2022,phone,inquiry,converted,0:15,positive,Violet
8734-FNWVH,12/23/2022,email,complaint,escalated,0:02,negative,Norma
9447-YPTBX,2/12/2022,chat,complaint,closed,0:06,negative,John
0133-BMFZO,8/19/2021,twitter,complaint,closed,0:02,negative,Raul
6128-CZOMY,3/26/2021,instagram,complaint,pending,0:02,neutral,Liz
9540-JYROE,4/5/2021,in-person,purchase,closed,0:22,positive,Sam
9026-LHEVG,2/3/2022,phone,support,closed,0:02,neutral,Skylar
2260-USTRB,11/14/2022,email,feedback,closed,0:02,negative,Peyton
3656-TKRVZ,12/23/2022,chat,complaint,escalated,0:02,negative,Skylar
7011-CVEUC,2/13/2022,twitter,complaint,resolved,0:02,positive,Javi
6185-TASNN,8/19/2021,instagram,complaint,escalated,0:02,negative,Fran
7925-PNRGI,3/26/2021,in-person,subscription,closed,0:38,neutral,Liz
8623-TMRBY,4/5/2021,phone,inquiry,converted,0:15,positive,Liz
1552-CZCLL,2/3/2022,email,complaint,escalated,0:02,negative,Anton
3038-PQIUY,1/2/2021,chat,complaint,closed,0:06,negative,Greg
1501-SGHBW,1/13/2022,twitter,complaint,closed,0:02,negative,Isla
9313-CDOGY,7/15/2022,instagram,complaint,pending,0:02,neutral,Emily
8148-BPLZQ,9/8/2022,in-person,purchase,closed,0:22,positive,Violet
2623-DRYAM,10/10/2021,phone,support,closed,0:02,neutral,Norma
9987-LUTYD,3/25/2021,email,feedback,closed,0:02,negative,John
3208-YPIOE,5/8/2022,chat,complaint,escalated,0:02,negative,Raul
4488-KQFDT,7/15/2022,twitter,complaint,resolved,0:02,positive,Liz
2612-RANWT,9/8/2022,instagram,complaint,escalated,0:02,negative,Sam
5693-PIPCS,10/10/2021,in-person,subscription,closed,0:38,neutral,Skylar
0491-KAPQG,11/14/2022,phone,inquiry,converted,0:15,positive,Peyton
1925-LFCZZ,12/23/2022,email,complaint,escalated,0:02,negative,Skylar
8039-EQPIM,2/13/2022,chat,complaint,closed,0:06,negative,Javi
6900-PXRMS,8/19/2021,twitter,complaint,closed,0:02,negative,Fran
8707-RMEZH,3/26/2021,instagram,complaint,pending,0:02,neutral,Liz
3346-BRMIS,4/5/2021,in-person,purchase,closed,0:22,positive,Liz
3209-ZPKFI,2/3/2022,phone,support,closed,0:02,neutral,Anton
6479-VDGRK,11/14/2022,email,feedback,closed,0:02,negative,Greg
9373-WSLOY,12/23/2022,chat,complaint,escalated,0:02,negative,Isla
2933-FILNV,2/13/2022,twitter,complaint,resolved,0:02,positive,Emily
3569-JFODW,8/19/2021,instagram,complaint,escalated,0:02,negative,Violet
9819-FBNSV,3/26/2021,in-person,subscription,closed,0:38,neutral,Norma
9544-PYPSJ,4/5/2021,phone,inquiry,converted,0:15,positive,John
1591-XWLGB,2/3/2022,email,complaint,escalated,0:02,negative,Raul
0396-UKGAI,1/2/2021,chat,complaint,closed,0:06,negative,Liz
3243-ZHOHY,1/13/2022,twitter,complaint,closed,0:02,negative,Sam
5186-EJEGL,3/26/2021,instagram,complaint,pending,0:02,neutral,Skylar
7527-QNRUS,4/5/2021,in-person,purchase,closed,0:22,positive,Peyton
9986-BONCE,2/3/2022,phone,support,closed,0:02,neutral,Skylar
2722-JMONI,11/14/2022,email,feedback,closed,0:02,negative,Liz
2203-GHNWN,12/23/2022,chat,complaint,escalated,0:02,negative,Jackie
3878-AVSOQ,2/13/2022,twitter,complaint,resolved,0:02,positive,Angel
3258-SYSWS,8/19/2021,instagram,complaint,escalated,0:02,negative,Al
5296-PSYVW,3/26/2021,in-person,subscription,closed,0:38,neutral,Al
6319-QSUSR,4/5/2021,phone,inquiry,converted,0:15,positive,Ingrid
4083-EUGRJ,2/3/2022,email,complaint,escalated,0:02,negative,Gigi
7579-OOPEC,1/2/2021,chat,complaint,closed,0:06,negative,Linda
